urn of en allw scholion	scholion text after en allw	urn of iliad line for that scholion	text of corresponding Iliad line in VenA	text of a similar Iliad line in OCT	words that intersect between two lines	urn of OCT line
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε θεὰ γλαυκῶπις ̓Αθήνη	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:7.33
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε μέγας κορυθαίολος ̔́Εκτωρ	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:7.233
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε μέγας κορυθαίολος ̔́Εκτωρ	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:7.287
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὴν δ' αὖτε προσέειπε θεὰ γλαυκῶπις ̓Αθήνη	δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:8.357
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἀνδρῶν ̓Αγαμέμνων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:9.114
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε πολύτλας δῖος ̓Οδυσσεύς	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:9.676
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἀνδρῶν ̓Αγαμέμνων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:10.64
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἀνδρῶν ̓Αγαμέμνων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:10.119
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε Γερήνιος ἱππότα Νέστωρ	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:10.168
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε πολύτλας δῖος ̓Οδυσσεύς	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:10.248
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε Δόλων Εὐμήδεος υἱός	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:10.412
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε Μενοιτίου ἄλκιμος υἱός	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:11.837
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ̓Αλέξανδρος θεοειδής	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:13.774
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἀνδρῶν ̓Αγαμέμνων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:14.64
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὴν δ' αὖτε προσέειπε φιλομειδὴς ̓Αφροδίτη	δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:14.211
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε βοῶπις πότνια ̔́Ηρη	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:14.263
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὴν δ' αὖτε προσέειπε Ποσειδάων ἐνοσίχθων	δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:15.205
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἑκάεργος ̓Απόλλων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:15.253
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὴν δ' αὖτε προσέειπε βοὴν ἀγαθὸς Μενέλαος	δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:17.560
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' ἠμείβετ' ἔπειτα θεὰ Θέτις ἀργυρόπεζα	τὸν, δ', Θέτις	urn:cts:greekLit:tlg0012.tlg001.omar:18.127
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	ἄλλοτ' ἐπαί̈ξασκε κατὰ μόθον ἄλλοτε δ' αὖτε	δ', αὖτε, κατὰ	urn:cts:greekLit:tlg0012.tlg001.omar:18.159
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε ποδήνεμος ὠκέα ̓͂Ιρις	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:18.183
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε ποδήνεμος ὠκέα ̓͂Ιρις	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:18.196
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' ἠμείβετ' ἔπειτα Θέτις κατὰ δάκρυ χέουσα	τὸν, δ', Θέτις, κατὰ, δάκρυ, χέουσα	urn:cts:greekLit:tlg0012.tlg001.omar:18.428
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' ἠμείβετ' ἔπειτα θεὰ Θέτις ἀργυρόπεζα	τὸν, δ', Θέτις	urn:cts:greekLit:tlg0012.tlg001.omar:19.28
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	ὣς φάτο τὸν δ' ἄχος ὀξὺ κατὰ φρένα τύψε βαθεῖαν	τὸν, δ', κατὰ	urn:cts:greekLit:tlg0012.tlg001.omar:19.125
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἀνδρῶν ̓Αγαμέμνων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:19.184
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτ' Αἰνείας ἀπαμειβόμενος προσέειπε	τὸν, δ', προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:20.86
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ Διὸς υἱὸς ̓Απόλλων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:20.103
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἄναξ ἑκάεργος ̓Απόλλων	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:21.461
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπεν ἐϋστέφανος κελαδεινή	τὸν, δ', αὖτε	urn:cts:greekLit:tlg0012.tlg001.omar:21.511
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	μήτηρ δ' αὖθ' ἑτέρωθεν ὀδύρετο δάκρυ χέουσα	δ', δάκρυ, χέουσα	urn:cts:greekLit:tlg0012.tlg001.omar:22.79
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε θεὰ γλαυκῶπις ̓Αθήνη	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:22.177
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὴν δ' αὖτε προσέειπε μέγας κορυθαίολος ̔́Εκτωρ	δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:22.232
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε θεὰ γλαυκῶπις ̓Αθήνη	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:22.238
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὴν δ' αὖτε προσέειπε γέρων Πρίαμος θεοειδής	δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:24.217
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε διάκτορος ἀργεϊφόντης	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:24.378
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε διάκτορος ἀργεϊφόντης	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:24.389
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε διάκτορος ἀργεϊφόντης	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:24.410
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε διάκτορος ἀργεϊφόντης	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:24.432
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	ἣ δ' ἄρα σίτου μνήσατ' ἐπεὶ κάμε δάκρυ χέουσα	δ', δάκρυ, χέουσα	urn:cts:greekLit:tlg0012.tlg001.omar:24.613
urn:cts:greekLit:tlg5026.msAim.hmt:18.11	υἱὸς ἐῆος	urn:cts:greekLit:tlg0012.tlg001.msA:18.94	τὸν δ' αὖτε προσέειπε Θέτις κατὰ δάκρυ χέουσα	τὸν δ' αὖτε προσέειπε ποδάρκης δῖος ̓Αχιλλεύς	τὸν, δ', αὖτε, προσέειπε	urn:cts:greekLit:tlg0012.tlg001.omar:24.668
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.18	ἄνωγεν	urn:cts:greekLit:tlg0012.tlg001.msA:18.138	ὥς ἄρα φωνήσασα πάλιν τράπεθ' υἷος εοῖο	ὣς ἄρα φωνήσασα πάλιν τρέπε μώνυχας ἵππους	ἄρα, φωνήσασα, πάλιν	urn:cts:greekLit:tlg0012.tlg001.omar:8.432
urn:cts:greekLit:tlg5026.msAim.hmt:18.18	ἄνωγεν	urn:cts:greekLit:tlg0012.tlg001.msA:18.138	ὥς ἄρα φωνήσασα πάλιν τράπεθ' υἷος εοῖο	ὣς ἄρα φωνήσασα πάλιν τρέπεν ὄσσε φαεινώ	ἄρα, φωνήσασα, πάλιν	urn:cts:greekLit:tlg0012.tlg001.omar:21.415
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.21	ξίφεσσι	urn:cts:greekLit:tlg0012.tlg001.msA:18.176	ἑλκέμεναι μέμονεν κεφαλὴν δέ ἑ θυμὸς ἀνώγει	βῆ δ' ἰθὺς Τεύκρου βαλέειν δέ ἑ θυμὸς ἀνώγει	δέ, ἑ, θυμὸς, ἀνώγει	urn:cts:greekLit:tlg0012.tlg001.omar:8.322
urn:cts:greekLit:tlg5026.msAim.hmt:18.21	ξίφεσσι	urn:cts:greekLit:tlg0012.tlg001.msA:18.176	ἑλκέμεναι μέμονεν κεφαλὴν δέ ἑ θυμὸς ἀνώγει	δηρὸν ἔῃ κρειῶν κέλεται δέ ἑ θυμὸς ἀγήνωρ	δέ, ἑ, θυμὸς	urn:cts:greekLit:tlg0012.tlg001.omar:12.300
urn:cts:greekLit:tlg5026.msAim.hmt:18.21	ξίφεσσι	urn:cts:greekLit:tlg0012.tlg001.msA:18.176	ἑλκέμεναι μέμονεν κεφαλὴν δέ ἑ θυμὸς ἀνώγει	Πριαμίδεω τοῦ γάρ ῥα μάλιστά ἑ θυμὸς ἀνώγει	ἑ, θυμὸς, ἀνώγει	urn:cts:greekLit:tlg0012.tlg001.omar:20.77
urn:cts:greekLit:tlg5026.msAim.hmt:18.21	ξίφεσσι	urn:cts:greekLit:tlg0012.tlg001.msA:18.176	ἑλκέμεναι μέμονεν κεφαλὴν δέ ἑ θυμὸς ἀνώγει	ταρφέ' ἐπαί̈σσει ἑλέειν τέ ἑ θυμὸς ἀνώγει	ἑ, θυμὸς, ἀνώγει	urn:cts:greekLit:tlg0012.tlg001.omar:22.142
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:1.551
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:4.50
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	μερμήριξε δ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:14.159
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	τὸν δ' αὖτε προσέειπε βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:14.263
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:16.439
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:18.360
urn:cts:greekLit:tlg5026.msAim.hmt:18.28	ἐπί θρωσμῷ πεδίοιο	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	Ἠέλιον δ' ἀκάμαντα βοῶπις πότνια Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', βοῶπις, πότνια	urn:cts:greekLit:tlg0012.tlg001.omar:20.309
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	̓Αργεῖοι δ' ἑτέρωθεν ἐϋσσέλμων ἀπὸ νηῶν	δ', ἑτέρωθεν, ἀπὸ	urn:cts:greekLit:tlg0012.tlg001.omar:7.419
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	Τρῶες δ' αὖθ' ἑτέρωθεν ἀνὰ πτόλιν ὁπλίζοντο	Τρῶες, δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:8.55
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	Τρῶες δ' αὖθ' ἑτέρωθεν ἐπὶ θρωσμῷ πεδίοιο	Τρῶες, δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:11.56
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	Τρῶας δ' αὖθ' ἑτέρωθεν ἐκόσμει φαίδιμος ̔́Εκτωρ	δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:14.388
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	Αἴας δ' αὖθ' ἑτέρωθεν ἐκέκλετο οἷς ἑτάροισιν	δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:15.501
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	πέμπειν ὃν φίλον υἱὸν ἀπὸ κρατερῆς ὑσμίνης	ἀπὸ, κρατερῆς, ὑσμίνης	urn:cts:greekLit:tlg0012.tlg001.omar:16.447
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	τρέψεν ἀπὸ κρατερῆς ὑσμίνης ὄσσε φαεινώ	ἀπὸ, κρατερῆς, ὑσμίνης	urn:cts:greekLit:tlg0012.tlg001.omar:16.645
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	̔́Εκτωρ δ' αὖθ' ἑτέρωθεν ἀφ' ἵππων ἆλτο χαμᾶζε	δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:16.755
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	Τρῶες δ' αὖθ' ἑτέρωθεν ἐπὶ θρωσμῷ πεδίοιο	Τρῶες, δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:20.3
urn:cts:greekLit:tlg5026.msAim.hmt:18.29	μαχέσσεται	urn:cts:greekLit:tlg0012.tlg001.msA:18.243	Τρῶες δ' αὖθ' ἑτέρωθεν ἀπὸ κρατερῆς ὑσμίνης	μήτηρ δ' αὖθ' ἑτέρωθεν ὀδύρετο δάκρυ χέουσα	δ', αὖθ', ἑτέρωθεν	urn:cts:greekLit:tlg0012.tlg001.omar:22.79
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.33	δύσονται ἀγῶνα	urn:cts:greekLit:tlg0012.tlg001.msA:18.273	εἰ δ' ὰν ἐμοῖς ἐπέεσσι πιθώμεθα κηδόμενοί περ	εἰ δ' ἐθέλεις ἐπίμεινον ἐπειγόμενός περ ̓́Αρηος	εἰ, δ', περ	urn:cts:greekLit:tlg0012.tlg001.omar:19.142
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.45	καλὰς ὀθόνας	urn:cts:greekLit:tlg0012.tlg001.msA:18.426	αὔδᾱ ὅ τι φρονέεις τελέσαι δέ με θυμὸς ἄνωγε	αὔδα ὅ τι φρονέεις τελέσαι δέ με θυμὸς ἄνωγεν	ὅ, τι, φρονέεις, τελέσαι, δέ, με, θυμὸς	urn:cts:greekLit:tlg0012.tlg001.omar:14.195
